"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
1186,"29-Oct-19 2:40:06 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,5Xg3Vo
0,"29-Oct-19 2:41:27 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,afboHD
0,"29-Oct-19 2:43:16 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,WytKyx
1187,"29-Oct-19 2:43:16 PM","-6:00","System","Application","Change to operating mode 'online'.",,Xx2fy2
1188,"29-Oct-19 2:43:16 PM","-6:00","System","User administration","User administration imported successfully.",,fiNael
1189,"29-Oct-19 2:43:23 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,8yycap
0,"29-Oct-19 2:43:40 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,rCU7fy
0,"29-Oct-19 2:44:22 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,HcGrzo
1190,"29-Oct-19 2:44:22 PM","-6:00","System","Application","Change to operating mode 'online'.",,3Jkcj9
1191,"29-Oct-19 2:44:22 PM","-6:00","System","User administration","User administration imported successfully.",,8Ol2tg
1192,"29-Oct-19 2:44:31 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,9sb//P
0,"29-Oct-19 2:45:04 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,enhN87
0,"29-Oct-19 2:45:52 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,M7eWgF
1193,"29-Oct-19 2:45:52 PM","-6:00","System","Application","Change to operating mode 'online'.",,2jQVZK
1194,"29-Oct-19 2:45:52 PM","-6:00","System","User administration","User administration imported successfully.",,CdWPf4
1195,"29-Oct-19 2:45:58 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,AB28ZU
0,"29-Oct-19 2:52:00 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,5si3qw
0,"29-Oct-19 2:52:01 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,TeaVOC
1196,"29-Oct-19 2:52:01 PM","-6:00","System","Application","Change to operating mode 'online'.",,PZf3Wg
1197,"29-Oct-19 2:52:01 PM","-6:00","System","User administration","User administration imported successfully.",,brZqXz
1198,"29-Oct-19 2:52:10 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,wRMn5f
0,"29-Oct-19 2:54:46 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,kRN3XD
0,"29-Oct-19 2:59:20 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,aE5ex8
1199,"29-Oct-19 2:59:20 PM","-6:00","System","Application","Change to operating mode 'online'.",,TRr0hG
1200,"29-Oct-19 2:59:20 PM","-6:00","System","User administration","User administration imported successfully.",,RAMCgE
1201,"29-Oct-19 2:59:55 PM","-6:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,Kv/E/x
0,"29-Oct-19 2:59:55 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,MKRXq+
1202,"29-Oct-19 2:59:55 PM","-6:00","System","User administration","User administration imported successfully.",,FbWvRl
1203,"29-Oct-19 3:00:03 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,hGUl6s
0,"29-Oct-19 3:00:28 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,EcQHKD
0,"29-Oct-19 3:06:05 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,BTwtNq
1204,"29-Oct-19 3:06:05 PM","-6:00","System","Application","Change to operating mode 'online'.",,t9UsvP
1205,"29-Oct-19 3:06:05 PM","-6:00","System","User administration","User administration imported successfully.",,cg3TK/
1206,"29-Oct-19 3:06:12 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,OcSt3g
0,"29-Oct-19 3:06:23 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Fw6MP4
0,"29-Oct-19 3:09:16 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 20, created with WinCC Professional V15.1",,GO5zmA
1207,"29-Oct-19 3:09:16 PM","-6:00","System","User administration","User administration imported successfully.",,Ww9IgD
1208,"29-Oct-19 3:09:23 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,PKN1P0
0,"29-Oct-19 3:14:21 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,KwnZ+x
0,"29-Oct-19 3:22:25 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,G2bpym
1209,"29-Oct-19 3:22:25 PM","-6:00","System","Application","Change to operating mode 'online'.",,Az6P/3
1210,"29-Oct-19 3:22:25 PM","-6:00","System","User administration","User administration imported successfully.",,WcYdDh
1211,"29-Oct-19 3:22:33 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,10kUEw
0,"29-Oct-19 3:23:28 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,t+5OtL
0,"29-Oct-19 3:23:42 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,Yf8eEr
1212,"29-Oct-19 3:23:42 PM","-6:00","System","Application","Change to operating mode 'online'.",,YHIA5j
1213,"29-Oct-19 3:23:42 PM","-6:00","System","User administration","User administration imported successfully.",,ksb5B8
1214,"29-Oct-19 3:23:50 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,9A8Gpl
1215,"29-Oct-19 3:48:30 PM","-6:00","System","User administration","User logged off.",,K2WZZY
1216,"29-Oct-19 4:01:17 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,d19eZx
1217,"29-Oct-19 5:01:07 PM","-6:00","System","User administration","User logged off.",,igZopB
1218,"29-Oct-19 5:11:03 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,PPEwJB
1219,"29-Oct-19 5:14:34 PM","-6:00","System","Application","Shutting down application due to problem with power supply.",,SH0cDr
0,"29-Oct-19 5:14:34 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,K1Ur2k
1220,"03-Nov-19 6:01:03 PM","-6:00","System","Application","The last program run was not correctly exited. This may result in the loss of data.",,J1qTfc
0,"03-Nov-19 6:01:03 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,ioM09g
1221,"03-Nov-19 6:01:03 PM","-6:00","System","User administration","User administration imported successfully.",,1YgcU7
1222,"03-Nov-19 6:01:39 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Y8xOCk
1223,"03-Nov-19 6:12:38 PM","-6:00","System","User administration","User logged off.",,bynsvu
1224,"03-Nov-19 6:26:31 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,y0gjn9
1225,"03-Nov-19 6:53:17 PM","-6:00","System","User administration","User logged off.",,+n5XHr
1226,"03-Nov-19 7:00:25 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,dmLwUE
1227,"03-Nov-19 7:22:32 PM","-6:00","System","User administration","User logged off.",,JSEkVj
0,"03-Nov-19 7:23:57 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,NMwpY7
0,"04-Nov-19 10:47:28 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,fh9KUh
1228,"04-Nov-19 10:47:28 AM","-6:00","System","Application","Change to operating mode 'online'.",,GSOx5Q
1229,"04-Nov-19 10:47:28 AM","-6:00","System","User administration","User administration imported successfully.",,hG4Vj5
1230,"04-Nov-19 10:47:35 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,vJBgnw
1231,"04-Nov-19 11:11:05 AM","-6:00","System","User administration","User logged off.",,sitl1/
1232,"04-Nov-19 11:23:42 AM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,yj0a/y
0,"04-Nov-19 11:24:10 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,44H8qs
0,"05-Nov-19 8:50:24 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,Xca62I
1233,"05-Nov-19 8:50:24 AM","-6:00","System","Application","Change to operating mode 'online'.",,v/BMTM
1234,"05-Nov-19 8:50:24 AM","-6:00","System","User administration","User administration imported successfully.",,+UkB3P
1235,"05-Nov-19 8:50:46 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,jksKZ8
1236,"05-Nov-19 10:04:35 AM","-6:00","System","User administration","User logged off.",,hEOJ9+
0,"05-Nov-19 10:27:45 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,uYnaPW
0,"05-Nov-19 12:18:04 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,bGoRQY
1237,"05-Nov-19 12:18:04 PM","-6:00","System","Application","Change to operating mode 'online'.",,1I5rUJ
1238,"05-Nov-19 12:18:05 PM","-6:00","System","User administration","User administration imported successfully.",,ILaFNd
1239,"05-Nov-19 12:18:11 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,UO7/m5
0,"05-Nov-19 12:18:22 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,5XUlcV
0,"05-Nov-19 12:19:31 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,qE3k/m
1240,"05-Nov-19 12:19:31 PM","-6:00","System","Application","Change to operating mode 'online'.",,BKCSGL
1241,"05-Nov-19 12:19:31 PM","-6:00","System","User administration","User administration imported successfully.",,pvYhJr
1242,"05-Nov-19 12:19:45 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,nKKgts
0,"05-Nov-19 12:24:46 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,6tJ1+U
0,"05-Nov-19 12:25:52 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,vuf9GR
1243,"05-Nov-19 12:25:52 PM","-6:00","System","Application","Change to operating mode 'online'.",,lsBcsj
1244,"05-Nov-19 12:25:52 PM","-6:00","System","User administration","User administration imported successfully.",,KYV9gm
1245,"05-Nov-19 12:26:00 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,tD+JNN
0,"05-Nov-19 12:26:33 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,XAxJJ6
0,"05-Nov-19 12:46:53 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,XMJ0Me
1246,"05-Nov-19 12:46:53 PM","-6:00","System","User administration","User administration imported successfully.",,SVghcr
1247,"05-Nov-19 12:47:01 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,lJCnck
1248,"05-Nov-19 12:57:43 PM","-6:00","System","User administration","User logged off.",,mnHFKA
0,"05-Nov-19 2:38:12 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,2YhLcm
0,"05-Nov-19 2:39:12 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,5SBQZT
1249,"05-Nov-19 2:39:12 PM","-6:00","System","Application","Change to operating mode 'online'.",,zmofkK
1250,"05-Nov-19 2:39:12 PM","-6:00","System","User administration","User administration imported successfully.",,FCWCET
1251,"05-Nov-19 2:39:21 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,AEbh8N
1252,"05-Nov-19 3:47:53 PM","-6:00","System","User administration","User logged off.",,2J06Ru
1253,"05-Nov-19 3:55:02 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,91Uj33
1254,"05-Nov-19 4:17:21 PM","-6:00","System","User administration","User logged off.",,409CIz
0,"05-Nov-19 4:19:38 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,RoPN8Z
0,"06-Nov-19 9:03:39 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 3, created with WinCC Professional V15.1",,0N3ktl
1255,"06-Nov-19 9:03:39 AM","-6:00","System","Application","Change to operating mode 'online'.",,Rg3VzB
1256,"06-Nov-19 9:03:39 AM","-6:00","System","User administration","User administration imported successfully.",,8Jmn8U
1257,"06-Nov-19 9:07:11 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,5EC2pJ
